code,best_description,sources_available
P3422,Cylinder 3 Exhaust Valve Control Performance,autoxuga
P3423,Cylinder 3 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3424,Cylinder 3 Exhaust Valve Control Circuit High,autoxuga
P3425,Cylinder 4 Deactivation/Intake Valve Control Circuit/Open,autoxuga
P3426,Cylinder 4 Deactivation/Intake Valve Control Performance,autoxuga
P3427,Cylinder 4 Deactivation/Intake Valve Control Circuit Low,autoxuga
P3428,Cylinder 4 Deactivation/Intake Valve Control Circuit High,autoxuga
P3429,Cylinder 4 Exhaust Valve Control Circuit/Open,autoxuga
P3430,Cylinder 4 Exhaust Valve Control Performance,autoxuga
P3431,Cylinder 4 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3432,Cylinder 4 Exhaust Valve Control Circuit High,autoxuga
P3433,Cylinder 5 Deactivation/Intake Valve Control Circuit/Open,autoxuga
P3434,Cylinder 5 Deactivation/Intake Valve Control Performance,autoxuga
P3435,Cylinder 5 Deactivation/Intake Valve Control Circuit Low,autoxuga
P3436,Cylinder 5 Deactivation/Intake Valve Control Circuit High,autoxuga
P3437,Cylinder 5 Exhaust Valve Control Circuit/Open,autoxuga
P3438,Cylinder 5 Exhaust Valve Control Performance,autoxuga
P3439,Cylinder 5 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3440,Cylinder 5 Exhaust Valve Control Circuit High,autoxuga
P3441,Cylinder 6 Deactivation/Intake Valve Control Circuit/Open,autoxuga
P3442,Cylinder 6 Deactivation/Intake Valve Control Performance,autoxuga
P3443,Cylinder 6 Deactivation/Intake Valve Control Circuit Low,autoxuga
P3444,Cylinder 6 Deactivation/Intake Valve Control Circuit High,autoxuga
P3445,Cylinder 6 Exhaust Valve Control Circuit/Open,autoxuga
P3446,Cylinder 6 Exhaust Valve Control Performance,autoxuga
P3447,Cylinder 6 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3448,Cylinder 6 Exhaust Valve Control Circuit High,autoxuga
P3449,Cylinder 7 Deactivation/Intake Valve Control Circuit/Open,autoxuga
P3450,Cylinder 7 Deactivation/Intake Valve Control Performance,autoxuga
P3451,Cylinder 7 Deactivation/Intake Valve Control Circuit Low,autoxuga
P3452,Cylinder 7 Deactivation/Intake Valve Control Circuit H igh,autoxuga
P3453,Cylinder 7 Exhaust Valve Control Circuit/Open,autoxuga
P3454,Cylinder 7 Exhaust Valve Control Performance,autoxuga
P3455,Cylinder 7 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3456,Cylinder 7 Exhaust Valve Control Circuit High,autoxuga
P3457,Cylinder 8 Deactivation/Intake Valve Control Circuit/Open,autoxuga
P3458,Cylinder 8 Deactivation/Intake Valve Control Performance,autoxuga
P3459,Cylinder 8 Deactivation/Intake Valve Control Circuit Low,autoxuga
P3460,Cylinder 8 Deactivation/Intake Valve Control Circuit H igh,autoxuga
P3461,Cylinder 8 Exhaust Valve Control Circuit/Open,autoxuga
P3462,Cylinder 8 Exhaust Valve Control Performance,autoxuga
P3463,Cylinder 8 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3464,Cylinder 8 Exhaust Valve Control Circuit High,autoxuga
P3465,Cylinder 9 Deactivation/Intake Valve Control Circuit/Open,autoxuga
P3466,Cylinder 9 Deactivation/Intake Valve Control Performance,autoxuga
P3467,Cylinder 9 Deactivation/Intake Valve Control Circuit Low,autoxuga
P3468,Cylinder 9 Deactivation/Intake Valve Control Circuit High,autoxuga
P3469,Cylinder 9 Exhaust Valve Control Circuit/Open,autoxuga
P3470,Cylinder 9 Exhaust Valve Control Performance,autoxuga
P3471,Cylinder 9 Exhaust Valve C ontrol C ircuit Low,autoxuga
P3472,Cylinder 9 Exhaust Valve Control Circuit High,autoxuga
P3473,Cylinder 10 D eactivation/Intake Valve Control C ircuit/Open,autoxuga
P3474,Cylinder 10 D eactivation/Intake Valve Control Performance,autoxuga
P3475,Cylinder 10 D eactivation/Intake Valve Control C ircuit Low,autoxuga
P3476,Cylinder 10 D eactivation/Intake Valve Control C ircuit High,autoxuga
P3477,Cylinder 10 Exhaust Valve C ontrol Circuit/Open,autoxuga
P3478,Cylinder 10 Exhaust Valve C ontrol Performance,autoxuga
P3479,Cylinder 10 Exhaust Valve C ontrol Circuit Low,autoxuga
P3480,Cylinder 10 Exhaust Valve C ontrol Circuit High,autoxuga
P3481,Cylinder 11 Deactivation/Intake Valve Control C ircuit/Open,autoxuga
P3482,Cylinder 11 Deactivation/Intake Valve Control Performance,autoxuga
P3483,Cylinder 11 Deactivation/Intake Valve Control C ircuit Low,autoxuga
P3484,Cylinder 11 Deactivation/Intake Valve Control C ircuit High,autoxuga
P3485,Cylinder 11 Exhaust Valve Control Circuit/Open,autoxuga
P3486,Cylinder 11 Exhaust Valve Control Performance,autoxuga
P3487,Cylinder 11 Exhaust Valve Control Circuit Low,autoxuga
P3488,Cylinder 11 Exhaust Valve Control Circuit High,autoxuga
P3489,Cylinder 12 D eactivation/Intake Valve Control C ircuit/Open,autoxuga
P3490,Cylinder 12 D eactivation/Intake Valve Control Performance,autoxuga
P3491,Cylinder 12 D eactivation/Intake Valve Control C ircuit Low,autoxuga
P3492,Cylinder 12 D eactivation/Intake Valve Control C ircuit High,autoxuga
P3493,Cylinder 12 Exhaust Valve C ontrol Circuit/Open,autoxuga
P3494,Cylinder 12 Exhaust Valve C ontrol Performance,autoxuga
P3495,Cylinder 12 Exhaust Valve C ontrol Circuit Low,autoxuga
P3496,Cylinder 12 Exhaust Valve C ontrol Circuit High,autoxuga
U0001,High Speed CAN Communication Bus,"fieldlogix,gist"
U0073,"Control Module Communication Bus ""A"" Off",fieldlogix
U0100,Lost Communication With ECM/PCM A,"fieldlogix,gist"
U0101,Lost Communication with TCM,"fieldlogix,gist"
U0102,Lost Communication with Transfer Case Control Module,"fieldlogix,gist"
U0103,Lost Communication With Gear Shift Module,"fieldlogix,gist"
U0104,Lost Communication With Cruise Control Module,"fieldlogix,gist"
U0105,Lost Communication With Fuel Injector Control Module,"fieldlogix,gist"
U0106,Lost Communication With Glow Plug Control Module,"fieldlogix,gist"
U0107,Lost Communication With Throttle Actuator Control Module ,"fieldlogix,gist"
U0108,Lost Communication With Alternative Fuel Control Module,"fieldlogix,gist"
U0109,Lost Communication With Fuel Pump Control Module,"fieldlogix,gist"
U010A,Lost Communication With Exhaust Gas Recirculation Control Module A,"fieldlogix,gist"
U010B,Lost Communication With Exhaust Gas Recirculation Control Module B,"fieldlogix,gist"
U010C,Lost Communication With Turbocharger/Supercharger Control Module A,"fieldlogix,gist"
U010D,Lost Communication With Turbocharger/Supercharger Control Module B,"fieldlogix,gist"
U010E,Lost Communication With Reductant Control Module,"fieldlogix,gist"
U010F,Lost Communication With Air Conditioning Control Module,"fieldlogix,gist"
U0110,Lost Communication With Drive Motor Control Module,"fieldlogix,gist"
U0111,Lost Communication With Battery Energy Control Module A,"fieldlogix,gist"
U0112,Lost Communication With Battery Energy Control Module B,"fieldlogix,gist"
U0113,Lost Communication With Emissions Critical Control Information,"fieldlogix,gist"
U0114,Lost Communication With Four-Wheel Drive Clutch Control Module,"fieldlogix,gist"
U0115,Lost Communication With ECM/PCM B,"fieldlogix,gist"
U0116,Lost Communication With Coolant Temperature Control Module,"fieldlogix,gist"
U0117,Lost Communication With PTO Control Module,"fieldlogix,gist"
U0118,Lost Communication With Fuel Additive Control Module,"fieldlogix,gist"
U0119,Lost Communication With Fuel Cell Control Module,"fieldlogix,gist"
U011A,Lost Communication With Exhaust Gas Sensor Module,"fieldlogix,gist"
U011B,Lost Communication With Rocker Arm Control Module A,"fieldlogix,gist"
U011C,Lost Communication With Rocker Arm Control Module B,"fieldlogix,gist"
U011D,Lost Communication With All Wheel Drive Control Module,"fieldlogix,gist"
U011E,", U011F ISO/SAE Reserved ","fieldlogix,gist"
U011F,ISO/SAE Reserved,fieldlogix
U0120,Lost Communication With Starter / Generator Control Module,"fieldlogix,gist"
U0121,Lost Communication With Anti-Lock Brake System (ABS) Control Module,"fieldlogix,gist"
U0122,Lost Communication With Vehicle Dynamics Control Module,"fieldlogix,gist"
U0123,Lost Communication With Yaw Rate Sensor Module,"fieldlogix,gist"
U0124,Lost Communication With Lateral Acceleration Sensor Module,"fieldlogix,gist"
U0125,Lost Communication With Multi-axis Acceleration Sensor Module,"fieldlogix,gist"
U0126,Lost Communication With Steering Angle Sensor Module,"fieldlogix,gist"
U0127,Lost Communication With Tire Pressure Monitor Module,"fieldlogix,gist"
U0128,Lost Communication With Park Brake Control Module,"fieldlogix,gist"
U0129,Lost Communication With Brake System Control Module,"fieldlogix,gist"
U012A,", U012B, U012C, U012D, U012E, U012F ISO/SAE Reserved",gist
U0130,Lost Communication With Steering Effort Control Module,"fieldlogix,gist"
U0131,Lost Communication With Power Steering Control Module,"fieldlogix,gist"
U0132,Lost Communication With Ride Level Control Module,"fieldlogix,gist"
U0133,Lost Communication With Active Roll Control Module,"fieldlogix,gist"
U0134,Lost Communication With Power Steering Control Module Rear,"fieldlogix,gist"
U0135,Lost Communication With Differential Control ModuleFront,"fieldlogix,gist"
U0136,Lost Communication With Differential Control ModuleRear,"fieldlogix,gist"
U0137,Lost Communication With Trailer Brake Control Module,"fieldlogix,gist"
U0138,Lost Communication With All Terrain Control Module,"fieldlogix,gist"
U0139,Lost Communication With Suspension Control Module B,"fieldlogix,gist"
U013A,", U013B, U013C, U013D, U013E, U013F ISO/SAE Reserved",gist
U0140,Lost Communication With Body Control Module,"fieldlogix,gist"
U0141,Lost Communication With Body Control Module A,"fieldlogix,gist"
U0142,Lost Communication With Body Control Module B,"fieldlogix,gist"
U0143,Lost Communication With Body Control Module C,"fieldlogix,gist"
U0144,Lost Communication With Body Control Module D,"fieldlogix,gist"
U0145,Lost Communication With Body Control Module E,"fieldlogix,gist"
U0146,Lost Communication With Gateway A,"fieldlogix,gist"
U0147,Lost Communication With Gateway B,"fieldlogix,gist"
U0148,Lost Communication With Gateway C,"fieldlogix,gist"
U0149,Lost Communication With Gateway D,"fieldlogix,gist"
U014A,", U014B, U014C, U014D, U014E, U014F ISO/SAE Reserved",gist
U0150,Lost Communication With Gateway E,"fieldlogix,gist"
U0151,Lost Communication With Restraints Control Module,"fieldlogix,gist"
U0152,Lost Communication With Side Restraints Control Module Left,"fieldlogix,gist"
U0153,Lost Communication With Side Restraints Control Module Right,"fieldlogix,gist"
U0154,Lost Communication With Restraints Occupant Sensing Control Module,"fieldlogix,gist"
U0155,Lost Communication With Instrument Panel Cluster (IPC) Control Module,"fieldlogix,gist"
U0156,Lost Communication With Information Center A,"fieldlogix,gist"
U0157,Lost Communication With Information Center B,"fieldlogix,gist"
U0158,Lost Communication With Head Up Display,"fieldlogix,gist"
U0159,Lost Communication With Parking Assist Control Module A,"fieldlogix,gist"
U015A,", U015B, U015C, U015D, U015E, U015F ISO/SAE Reserved",gist
U0160,Lost Communication With Audible Alert Control Module,"fieldlogix,gist"
U0161,Lost Communication With Compass Module,"fieldlogix,gist"
U0162,Lost Communication With Navigation Display Module,"fieldlogix,gist"
U0163,Lost Communication With Navigation Control Module,"fieldlogix,gist"
U0164,Lost Communication With HVAC Control Module,"fieldlogix,gist"
U0165,Lost Communication With Rear HVAC Control Module,"fieldlogix,gist"
U0166,Lost Communication With Auxiliary Heater Control Module,"fieldlogix,gist"
U0167,Lost Communication With Vehicle Immobilizer Control Module,"fieldlogix,gist"
U0168,Lost Communication With Vehicle Security Control Module,"fieldlogix,gist"
U0169,Lost Communication With Sunroof Control Module,"fieldlogix,gist"
U016A,Lost Communication With Global Positioning System Module,"fieldlogix,gist"
U016B,", U016C, U016D, U016E, U016F ISO/SAE Reserved",gist
U0170,Lost Communication With Restraints System Sensor A,"fieldlogix,gist"
U0171,Lost Communication With Restraints System Sensor B,"fieldlogix,gist"
U0172,Lost Communication With Restraints System Sensor C,"fieldlogix,gist"
U0173,Lost Communication With Restraints System Sensor D,"fieldlogix,gist"
U0174,Lost Communication With Restraints System Sensor E,"fieldlogix,gist"
U0175,Lost Communication With Restraints System Sensor F,"fieldlogix,gist"
U0176,Lost Communication With Restraints System Sensor G,"fieldlogix,gist"
U0177,Lost Communication With Restraints System Sensor H,"fieldlogix,gist"
U0178,Lost Communication With Restraints System Sensor I,"fieldlogix,gist"
U0179,Lost Communication With Restraints System Sensor J,"fieldlogix,gist"
U017A,Lost Communication With Restraints System Sensor K,"fieldlogix,gist"
U017B,Lost Communication With Restraints System Sensor L,"fieldlogix,gist"
U017C,Lost Communication With Restraints System Sensor M,"fieldlogix,gist"
U017D,Lost Communication With Restraints System Sensor N,"fieldlogix,gist"
U017E,Lost Communication With Seatbelt Pretensioner Module A,"fieldlogix,gist"
U017F,Lost Communication With Seatbelt Pretensioner Module B,"fieldlogix,gist"
U0180,Lost Communication With Automatic Lighting Control Module,"fieldlogix,gist"
U0181,Lost Communication With Headlamp Leveling Control Module,"fieldlogix,gist"
U0182,Lost Communication With Front Lighting Control Module,"fieldlogix,gist"
U0183,Lost Communication With Rear Lighting Control Module,"fieldlogix,gist"
U0184,Lost Communication With Radio,"fieldlogix,gist"
U0185,Lost Communication With Antenna Control Module,"fieldlogix,gist"
U0186,Lost Communication With Audio Amplifier A,"fieldlogix,gist"
U0187,Lost Communication With Digital Disc Player/Changer Module A,"fieldlogix,gist"
U0188,Lost Communication With Digital Disc Player/Changer Module B,"fieldlogix,gist"
U0189,Lost Communication With Digital Disc Player/Changer Module C,"fieldlogix,gist"
U018A,", U018B, U018C, U018D, U018E, U018F ISO/SAE Reserved",gist
U0190,Lost Communication With Digital Disc Player/Changer Module D,"fieldlogix,gist"
U0191,Lost Communication With Television,"fieldlogix,gist"
U0192,Lost Communication With Personal Computer,"fieldlogix,gist"
U0193,Lost Communication With Digital Audio Control Module A,"fieldlogix,gist"
U0194,Lost Communication With Digital Audio Control Module B,"fieldlogix,gist"
U0195,Lost Communication With Subscription Entertainment Receiver Module,"fieldlogix,gist"
U0196,Lost Communication With Rear Seat Entertainment Control Module,"fieldlogix,gist"
U0197,Lost Communication With Telephone Control Module,"fieldlogix,gist"
U0198,Lost Communication With Telematic Control Module,"fieldlogix,gist"
U0199,Lost Communication With Door Control Module A,"fieldlogix,gist"
U1000,SCP (J1850) Invalid or Missing Data for Primary Id,"carapi,fieldlogix,gist"
U1001,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1002,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1003,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1004,SCP (J1850) Invalid or Missing Data for EEC Programming,"fieldlogix,gist"
U1005,SCP (J1850) Invalid or Missing Data for EEC Programming,"fieldlogix,gist"
U1006,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1007,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1008,SCP (J1850) Invalid or Missing Data for Engine Torque,"fieldlogix,gist"
U1009,SCP (J1850) Invalid or Missing Data for Engine Torque,"fieldlogix,gist"
U1010,SCP (J1850) Invalid or Missing Data for Engine Air Intake,"fieldlogix,gist"
U1011,SCP (J1850) Invalid or Missing Data for Engine Air Intake,"fieldlogix,gist"
U1012,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1013,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1014,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1015,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1016,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1017,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1018,SCP (J1850) Invalid or Missing Data for Throttle,"fieldlogix,gist"
U1019,SCP (J1850) Invalid or Missing Data for Throttle,"fieldlogix,gist"
U1020,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch,"fieldlogix,gist"
U1021,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch,"fieldlogix,gist"
U1022,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1023,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1024,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1025,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1026,SCP (J1850) Invalid or Missing Data for Engine RPM,"fieldlogix,gist"
U1027,SCP (J1850) Invalid or Missing Data for Engine RPM,"fieldlogix,gist"
U1028,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1029,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1030,SCP (J1850) Invalid or Missing Data for Experimental #1,"fieldlogix,gist"
U1031,SCP (J1850) Invalid or Missing Data for Experimental #1,"fieldlogix,gist"
U1032,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1033,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1034,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1035,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1036,SCP (J1850) Invalid or Missing Data for Wheels,"fieldlogix,gist"
U1037,SCP (J1850) Invalid or Missing Data for Wheels,"fieldlogix,gist"
U1038,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1039,SCP (J1850) Invalid or Missing Data for Primary Id / Vehicle Speed,"fieldlogix,gist"
U1040,SCP (J1850) Invalid or Missing Data for Vehicle Speed,"fieldlogix,gist"
U1041,SCP (J1850) Invalid or Missing Data for Vehicle Speed,"fieldlogix,gist"
U1042,SCP (J1850) Invalid or Missing Data for Traction Control,"fieldlogix,gist"
U1043,SCP (J1850) Invalid or Missing Data for Traction Control,"fieldlogix,gist"
U1044,SCP (J1850) Invalid or Missing Data for Traction Motor,"fieldlogix,gist"
U1045,SCP (J1850) Invalid or Missing Data for Traction Motor,"fieldlogix,gist"
U1046,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1047,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1048,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1049,SCP (J1850) Invalid or Missing Data for Primary Id,"fieldlogix,gist"
U1050,SCP (J1850) Invalid or Missing Data for Brakes,"fieldlogix,gist"
U1051,SCP (J1850) Invalid or Missing Data for Brakes,"fieldlogix,gist"
U1052,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel,"fieldlogix,gist"
